report_date,report_source,report_period,ext_massacres_cum,killed,killed_cum,ext_killed,ext_killed_cum,ext_killed_children_cum,ext_killed_women_cum,injured_cum,ext_injured,ext_injured_cum,ext_civdef_killed_cum,med_killed_cum,ext_med_killed_cum,press_killed_cum,ext_press_killed_cum,killed_recovered,killed_succumbed,killed_truce_new,killed_committee
2025-01-03,mohtel,24,3976,77.0,45658.0,77,45658,17818,12287,108583.0,145,108583,94,,1068,202.0,202,,,,
2025-01-04,mohtel,24,3980,59.0,45717.0,59,45717,17818,12287,108856.0,273,108856,94,,1068,,202,,,,
2025-01-05,mohtel,24,3985,88.0,45805.0,88,45805,17818,12287,109064.0,208,109064,94,,1068,,202,,,,
2025-01-06,mohtel,24,3988,49.0,45854.0,49,45854,17818,12287,109139.0,75,109139,94,,1068,,202,,,,
2025-01-07,mohtel,24,3991,31.0,45885.0,31,45885,17818,12287,109196.0,57,109196,94,,1068,,202,,,,
2025-01-08,mohtel,24,3997,51.0,45936.0,51,45936,17841,12298,109274.0,78,109274,94,1068.0,1068,202.0,202,,,,
2025-01-09,mohtel,24,4000,70.0,46006.0,70,46006,17841,12298,109378.0,104,109378,94,,1068,,202,,,,
2025-01-10,mohtel,0,4000,0.0,46006.0,0,46006,17841,12298,109378.0,0,109378,94,,1068,203.0,203,,,,
2025-01-11,mohtel,48,4005,531.0,46537.0,531,46537,17841,12298,109571.0,193,109571,94,,1068,,203,,,,
2025-01-12,mohtel,24,4007,28.0,46565.0,28,46565,17841,12298,109660.0,89,109660,94,,1068,,203,,,,
2025-01-13,mohtel,24,4009,19.0,46584.0,19,46584,17841,12298,109731.0,71,109731,94,,1068,,203,,,,
2025-01-14,mohtel,24,4013,61.0,46645.0,61,46645,17841,12298,110012.0,281,110012,94,,1068,204.0,204,,,,
2025-01-15,mohtel,24,4019,62.0,46707.0,62,46707,17841,12298,110265.0,253,110265,94,,1068,,204,,,,
2025-01-16,mohtel,24,4027,81.0,46788.0,81,46788,17841,12298,110453.0,188,110453,94,,1068,,204,,,,
2025-01-17,mohtel,24,4031,88.0,46876.0,88,46876,17841,12298,110642.0,189,110642,94,,1068,,204,,,,
2025-01-18,mohtel,24,10100,23.0,46899.0,23,46899,17861,12316,110725.0,83,110725,94,1155.0,1155,205.0,205,,,,
2025-01-19,mohtel,24,10100,14.0,46913.0,14,46913,17861,12316,110750.0,25,110750,94,,1155,,205,,,,
2025-01-20,mohtel,24,10100,122.0,47035.0,122,47035,17861,12316,111091.0,341,111091,94,,1155,,205,,,,
2025-01-21,mohtel,24,10100,72.0,47107.0,72,47107,17861,12316,111147.0,56,111147,94,,1155,,205,,,,
2025-01-22,mohtel,24,10100,54.0,47161.0,54,47161,17861,12316,111166.0,19,111166,94,,1155,,205,,,,
2025-01-23,mohtel,24,10100,122.0,47283.0,122,47283,17861,12316,111472.0,306,111472,94,,1155,,205,120.0,,2.0,
2025-01-24,mohtel,0,10100,0.0,47283.0,0,47283,17861,12316,111472.0,0,111472,94,,1155,,205,,,,
2025-01-25,mohtel,0,10100,0.0,47283.0,0,47283,17861,12316,111472.0,0,111472,94,,1155,,205,,,,
2025-01-26,mohtel,72,10100,23.0,47306.0,23,47306,17861,12316,111483.0,11,111483,94,,1155,,205,14.0,5.0,4.0,
2025-01-27,mohtel,24,10100,11.0,47317.0,11,47317,17861,12316,111494.0,11,111494,94,,1155,,205,9.0,2.0,,
2025-01-28,mohtel,24,10100,37.0,47354.0,37,47354,17861,12316,111563.0,69,111563,94,,1155,,205,37.0,,,
2025-01-29,mohtel,24,10100,63.0,47417.0,63,47417,17861,12316,111571.0,8,111571,94,,1155,,205,59.0,2.0,2.0,
2025-01-30,mohtel,24,10100,43.0,47460.0,43,47460,17861,12316,111580.0,9,111580,94,,1155,,205,42.0,1.0,,
2025-01-31,mohtel,24,10100,0.0,47460.0,0,47460,17861,12316,111580.0,0,111580,94,,1155,,205,,,,
2025-02-01,mohtel,24,10100,27.0,47487.0,27,47487,17861,12316,111588.0,8,111588,94,,1155,,205,24.0,2.0,1.0,
2025-02-02,mohtel,24,10100,11.0,47498.0,11,47498,17861,12316,111592.0,4,111592,94,,1155,,205,9.0,2.0,,
2025-02-03,mohtel,24,10100,20.0,47518.0,20,47518,17861,12316,111612.0,20,111612,94,,1155,,205,18.0,1.0,1.0,
2025-02-04,mohtel,24,10100,22.0,47540.0,22,47540,17861,12316,111618.0,6,111618,94,,1155,,205,20.0,2.0,,
2025-02-05,mohtel,24,10100,12.0,47552.0,12,47552,17861,12316,111629.0,11,111629,94,,1155,,205,8.0,4.0,,
2025-02-06,mohtel,24,10100,31.0,47583.0,31,47583,17861,12316,111633.0,4,111633,94,,1155,,205,28.0,1.0,2.0,
2025-02-07,mohtel,0,10100,0.0,47583.0,0,47583,17861,12316,111633.0,0,111633,94,,1155,,205,,,,
2025-02-08,mohtel,48,10100,598.0,48181.0,598,48181,17861,12316,111638.0,5,111638,94,,1155,,205,22.0,,4.0,572.0
2025-02-09,mohtel,24,10100,8.0,48189.0,8,48189,17861,12316,111640.0,2,111640,94,,1155,,205,7.0,,1.0,
2025-02-10,mohtel,24,10100,19.0,48208.0,19,48208,17861,12316,111655.0,15,111655,94,,1155,,205,14.0,2.0,3.0,
2025-02-11,mohtel,24,10100,11.0,48219.0,11,48219,17861,12316,111665.0,10,111665,94,,1155,,205,8.0,,3.0,
2025-02-12,mohtel,24,10100,3.0,48222.0,3,48222,17861,12316,111674.0,9,111674,94,,1155,,205,2.0,,1.0,
2025-02-13,mohtel,24,10100,17.0,48239.0,17,48239,17861,12316,111676.0,2,111676,94,,1155,,205,14.0,,3.0,
2025-02-14,mohtel,0,10100,0.0,48239.0,0,48239,17861,12316,111676.0,0,111676,94,,1155,,205,,,,
2025-02-15,mohtel,48,10100,25.0,48264.0,25,48264,17861,12316,111688.0,12,111688,94,,1155,,205,,,25.0,
2025-02-16,mohtel,24,10100,7.0,48271.0,7,48271,17861,12316,111693.0,5,111693,94,,1155,,205,6.0,,1.0,
2025-02-17,mohtel,24,10100,13.0,48284.0,13,48284,17861,12316,111709.0,16,111709,94,,1155,,205,9.0,,4.0,
2025-02-18,mohtel,24,10100,7.0,48291.0,7,48291,17861,12316,111722.0,13,111722,94,,1155,,205,6.0,,1.0,
2025-02-19,mohtel,24,10100,6.0,48297.0,6,48297,17861,12316,111733.0,11,111733,94,,1155,,205,2.0,1.0,3.0,
2025-02-20,mohtel,24,10100,22.0,48319.0,22,48319,17861,12316,111749.0,16,111749,94,,1155,,205,22.0,,,
2025-02-21,mohtel,0,10100,0.0,48319.0,0,48319,17861,12316,111749.0,0,111749,94,,1155,,205,,,,
2025-02-22,mohtel,48,10100,10.0,48329.0,10,48329,17861,12316,111753.0,4,111753,94,,1155,,205,7.0,1.0,2.0,
2025-02-23,mohtel,24,10100,10.0,48339.0,10,48339,17861,12316,111753.0,0,111753,94,,1155,,205,,,10.0,
2025-02-24,mohtel,24,10100,7.0,48346.0,7,48346,17861,12316,111759.0,6,111759,94,,1155,,205,5.0,,2.0,
2025-02-25,mohtel,24,10100,2.0,48348.0,2,48348,17861,12316,111761.0,2,111761,94,,1155,,205,1.0,,1.0,
2025-02-26,mohtel,0,10100,0.0,48348.0,0,48348,17861,12316,111761.0,0,111761,94,,1155,,205,,,,
2025-02-27,mohtel,48,10100,17.0,48365.0,17,48365,17861,12316,111780.0,19,111780,94,,1155,,205,,,17.0,
2025-02-28,mohtel,0,10100,0.0,48365.0,0,48365,17861,12316,111780.0,0,111780,94,,1155,,205,,,,
2025-03-01,mohtel,48,10100,23.0,48388.0,23,48388,17861,12316,111803.0,23,111803,94,,1155,,205,21.0,,2.0,
2025-03-02,mohtel,0,10100,0.0,48388.0,0,48388,17861,12316,111803.0,0,111803,94,,1155,,205,,,,
2025-03-03,mohtel,48,10100,9.0,48397.0,9,48397,17861,12316,111824.0,21,111824,94,,1155,,205,4.0,,5.0,
2025-03-04,mohtel,24,10100,8.0,48405.0,8,48405,17861,12316,111835.0,11,111835,94,,1155,,205,7.0,1.0,,
2025-03-05,mohtel,24,10100,35.0,48440.0,35,48440,17861,12316,111845.0,10,111845,94,,1155,,205,30.0,1.0,4.0,
2025-03-06,mohtel,24,10100,6.0,48446.0,6,48446,17861,12316,111852.0,7,111852,94,,1155,,205,,,6.0,
2025-03-07,mohtel,0,10100,0.0,48446.0,0,48446,17861,12316,111852.0,0,111852,94,,1155,,205,,,,
2025-03-08,mohtel,48,10100,7.0,48453.0,7,48453,17861,12316,111860.0,8,111860,94,,1155,,205,1.0,,6.0,
2025-03-09,mohtel,24,10100,5.0,48458.0,5,48458,17861,12316,111897.0,37,111897,94,,1155,,205,,,5.0,
2025-03-10,mohtel,24,10100,9.0,48467.0,9,48467,17861,12316,111913.0,16,111913,94,,1155,,205,5.0,,4.0,
2025-03-11,mohtel,24,10100,36.0,48503.0,36,48503,17861,12316,111927.0,14,111927,94,,1155,,205,32.0,,4.0,
2025-03-12,mohtel,24,10100,12.0,48515.0,12,48515,17861,12316,111941.0,14,111941,94,,1155,,205,5.0,,7.0,
2025-03-13,mohtel,24,10100,9.0,48524.0,9,48524,17861,12316,111955.0,14,111955,94,,1155,,205,7.0,,2.0,
2025-03-14,mohtel,0,10100,0.0,48524.0,0,48524,17861,12316,111955.0,0,111955,94,,1155,,205,,,,
2025-03-15,mohtel,48,10100,19.0,48543.0,19,48543,17861,12316,111981.0,26,111981,94,,1155,,205,12.0,,7.0,
2025-03-16,mohtel,24,10100,29.0,48572.0,29,48572,17861,12316,112032.0,51,112032,94,,1155,,205,15.0,,14.0,
2025-03-17,mohtel,24,10100,5.0,48577.0,5,48577,17861,12316,112041.0,9,112041,94,,1155,,205,3.0,1.0,1.0,
2025-03-18,mohtel,24,10100,436.0,49013.0,436,49013,17861,12316,112719.0,678,112719,94,,1155,,205,,,436.0,
2025-03-19,mohtel,24,10100,604.0,49617.0,604,49617,17861,12316,112950.0,231,112950,94,,1155,,205,,,70.0,534.0
2025-03-20,mohtel,24,10100,85.0,49702.0,85,49702,17861,12316,113083.0,133,113083,94,,1155,,205,,,85.0,
2025-03-21,mohtel,0,10100,0.0,49702.0,0,49702,17861,12316,113083.0,0,113083,94,,1155,,205,,,0.0,
2025-03-22,mohtel,48,10100,45.0,49747.0,45,49747,17861,12316,113213.0,130,113213,94,,1155,,205,2.0,,43.0,
2025-03-23,mohtel,24,12000,274.0,50021.0,274,50021,17954,12365,113274.0,61,113274,105,1394.0,1394,206.0,206,2.0,,39.0,233.0
2025-03-24,mohtel,24,12000,61.0,50082.0,61,50082,17954,12365,113408.0,134,113408,105,,1394,,206,4.0,,57.0,
2025-03-25,mohtel,24,12000,62.0,50144.0,62,50144,17954,12365,113704.0,296,113704,105,,1394,,206,,,62.0,
2025-03-26,mohtel,24,12000,39.0,50183.0,39,50183,17954,12365,113828.0,124,113828,105,,1394,,206,1.0,,38.0,
2025-03-27,mohtel,24,12000,25.0,50208.0,25,50208,17954,12365,113910.0,82,113910,105,,1394,,206,,,25.0,
2025-03-28,mohtel,24,12000,43.0,50251.0,43,50251,17954,12365,114025.0,115,114025,105,,1394,,206,2.0,,41.0,
2025-03-29,mohtel,24,12000,26.0,50277.0,26,50277,17954,12365,114095.0,70,114095,105,,1394,,206,1.0,,25.0,
2025-03-30,mohtel,24,12000,53.0,50330.0,53,50330,17954,12365,114284.0,189,114284,105,,1394,,206,,,53.0,
2025-03-31,mohtel,24,12000,27.0,50357.0,27,50357,17954,12365,114400.0,116,114400,111,1402.0,1402,,206,,,27.0,
2025-04-01,mohtel,24,12000,42.0,50399.0,42,50399,17954,12365,114583.0,183,114583,111,,1402,209.0,209,1.0,,41.0,
2025-04-02,mohtel,24,12000,24.0,50423.0,24,50423,17954,12365,114638.0,55,114638,111,,1402,,209,,,24.0,
2025-04-03,mohtel,24,12000,100.0,50523.0,100,50523,17954,12365,114776.0,138,114776,111,,1402,,209,3.0,,97.0,
2025-04-04,mohtel,24,12000,86.0,50609.0,86,50609,17954,12365,115063.0,287,115063,111,,1402,,209,,,86.0,
2025-04-05,mohtel,24,12000,60.0,50669.0,60,50669,17954,12365,115225.0,162,115225,111,,1402,,209,,,60.0,
2025-04-06,mohtel,24,12000,26.0,50695.0,26,50695,17954,12365,115338.0,113,115338,111,,1402,,209,,,26.0,
2025-04-07,mohtel,24,12000,57.0,50752.0,57,50752,17954,12365,115475.0,137,115475,111,,1402,210.0,210,,,57.0,
2025-04-08,mohtel,24,12000,58.0,50810.0,58,50810,17954,12365,115688.0,213,115688,111,,1402,,210,,,58.0,
2025-04-09,mohtel,24,12000,36.0,50846.0,36,50846,17954,12365,115729.0,41,115729,111,,1402,211.0,211,3.0,,33.0,
2025-04-10,mohtel,24,12000,40.0,50886.0,40,50886,17954,12365,115875.0,146,115875,111,,1402,,211,,,40.0,
2025-04-11,mohtel,24,12000,26.0,50912.0,26,50912,17954,12365,115981.0,106,115981,111,,1402,,211,6.0,,20.0,
2025-04-12,mohtel,24,12000,21.0,50933.0,21,50933,17954,12365,116045.0,64,116045,111,,1402,,211,,,21.0,
2025-04-13,mohtel,24,12000,11.0,50944.0,11,50944,17954,12365,116156.0,111,116156,111,,1402,,211,,,11.0,
2025-04-14,mohtel,24,12000,39.0,50983.0,39,50983,17954,12365,116274.0,118,116274,111,,1402,,211,1.0,,38.0,
2025-04-15,mohtel,24,12000,17.0,51000.0,17,51000,17954,12365,116343.0,69,116343,111,,1402,,211,,,17.0,
2025-04-16,mohtel,24,12000,25.0,51025.0,25,51025,17954,12365,116432.0,89,116432,111,,1402,,211,3.0,,22.0,
2025-04-17,mohtel,24,12000,40.0,51065.0,40,51065,17954,12365,116505.0,73,116505,111,,1402,,211,1.0,,39.0,
2025-04-18,mohtel,0,12000,0.0,51065.0,0,51065,18000,12400,116505.0,0,116505,113,1402.0,1402,211.0,211,,,,
2025-04-19,mohtel,48,12000,92.0,51157.0,92,51157,18000,12400,116724.0,219,116724,113,,1402,,211,,,92.0,
2025-04-20,mohtel,24,12000,44.0,51201.0,44,51201,18000,12400,116869.0,145,116869,113,,1402,,211,,,44.0,
2025-04-21,mohtel,24,12000,39.0,51240.0,39,51240,18000,12400,116931.0,62,116931,113,,1402,,211,2.0,,37.0,
2025-04-22,mohtel,24,12000,26.0,51266.0,26,51266,18000,12400,116991.0,60,116991,113,,1402,,211,,,26.0,
2025-04-23,mohtel,24,12000,39.0,51305.0,39,51305,18000,12400,117096.0,105,117096,113,,1402,,211,1.0,,38.0,
2025-04-24,mohtel,24,12000,50.0,51355.0,50,51355,18000,12400,117248.0,152,117248,113,,1402,,211,2.0,,48.0,
2025-04-25,mohtel,24,12000,84.0,51439.0,84,51439,18000,12400,117416.0,168,117416,113,,1402,212.0,212,6.0,,78.0,
2025-04-26,mohtel,24,12000,56.0,51495.0,56,51495,18000,12400,117524.0,108,117524,113,,1402,,212,7.0,,49.0,
2025-04-27,mohtel,24,12000,748.0,52243.0,748,52243,18000,12400,117639.0,115,117639,113,,1402,,212,11.0,,40.0,697.0
2025-04-28,mohtel,24,12000,71.0,52314.0,71,52314,18000,12400,117792.0,153,117792,113,,1402,,212,14.0,,57.0,
2025-04-29,mohtel,24,12000,51.0,52365.0,51,52365,18000,12400,117905.0,113,117905,113,,1402,,212,1.0,,50.0,
2025-04-30,mohtel,24,12000,35.0,52400.0,35,52400,18000,12400,118014.0,109,118014,113,,1402,,212,,,35.0,
2025-05-01,mohtel,24,12000,18.0,52418.0,18,52418,18000,12400,118091.0,77,118091,113,,1402,,212,1.0,,17.0,
2025-05-02,mohtel,0,12000,0.0,52418.0,0,52418,18000,12400,118091.0,0,118091,113,,1402,,212,,,,
2025-05-03,mohtel,48,12000,77.0,52495.0,77,52495,18000,12400,118366.0,275,118366,113,,1402,,212,7.0,,70.0,
2025-05-04,mohtel,24,12000,40.0,52535.0,40,52535,18000,12400,118491.0,125,118491,113,,1402,,212,,,40.0,
2025-05-05,mohtel,24,12000,32.0,52567.0,32,52567,18000,12400,118610.0,119,118610,113,,1402,,212,9.0,,23.0,
2025-05-06,mohtel,24,12000,48.0,52615.0,48,52615,18000,12400,118752.0,142,118752,113,,1402,,212,,,48.0,
2025-05-07,mohtel,24,12000,38.0,52653.0,38,52653,18000,12400,118897.0,145,118897,113,,1402,214.0,214,4.0,,34.0,
2025-05-08,mohtel,24,12000,107.0,52760.0,107,52760,18000,12400,119264.0,367,119264,113,1411.0,1411,214.0,214,1.0,,106.0,
2025-05-09,mohtel,24,12000,27.0,52787.0,27,52787,18000,12400,119349.0,85,119349,113,,1411,,214,1.0,,26.0,
2025-05-10,mohtel,24,12000,23.0,52810.0,23,52810,18000,12400,119473.0,124,119473,113,,1411,,214,,,23.0,
2025-05-11,mohtel,24,12000,19.0,52829.0,19,52829,18000,12400,119554.0,81,119554,113,,1411,,214,1.0,,18.0,
2025-05-12,mohtel,24,12000,33.0,52862.0,33,52862,18000,12400,119648.0,94,119648,113,,1411,,214,4.0,,29.0,
2025-05-13,mohtel,24,12000,46.0,52908.0,46,52908,18000,12400,119721.0,73,119721,113,,1411,215.0,215,15.0,,31.0,
2025-05-14,mohtel,24,12000,20.0,52928.0,20,52928,18000,12400,119846.0,125,119846,113,,1411,,215,1.0,,19.0,
2025-05-15,mohtel,24,12000,82.0,53010.0,82,53010,18000,12400,119998.0,152,119998,113,,1411,217.0,217,,,82.0,
2025-05-16,mohtel,24,12000,109.0,53119.0,109,53119,18000,12400,120214.0,216,120214,113,,1411,,217,1.0,,108.0,
2025-05-17,mohtel,24,12000,153.0,53272.0,153,53272,18000,12400,120673.0,459,120673,113,,1411,,217,7.0,,146.0,
2025-05-18,mohtel,24,12000,67.0,53339.0,67,53339,18000,12400,121034.0,361,121034,113,,1411,,217,5.0,,62.0,
2025-05-19,mohtel,24,12000,136.0,53475.0,136,53475,18000,12400,121398.0,364,121398,113,,1411,219.0,219,11.0,,125.0,
2025-05-20,mohtel,24,12000,98.0,53573.0,98,53573,18000,12400,121688.0,290,121688,113,,1411,,219,11.0,,87.0,
2025-05-21,mohtel,24,12000,82.0,53655.0,82,53655,18000,12400,121950.0,262,121950,113,,1411,,219,,,82.0,
2025-05-22,mohtel,24,12000,107.0,53762.0,107,53762,18000,12400,122197.0,247,122197,113,,1411,,219,3.0,,104.0,
2025-05-23,mohtel,24,12000,60.0,53822.0,60,53822,18000,12400,122382.0,185,122382,113,,1411,,219,,,60.0,
2025-05-24,mohtel,24,12000,79.0,53901.0,79,53901,18000,12400,122593.0,211,122593,113,,1411,,219,5.0,,74.0,
2025-05-25,mohtel,24,12000,38.0,53939.0,38,53939,18000,12400,122797.0,204,122797,113,,1411,220.0,220,,,38.0,
2025-05-26,mohtel,24,12000,38.0,53977.0,38,53977,18000,12400,122966.0,169,122966,113,,1411,,220,1.0,,37.0,
2025-05-27,mohtel,24,12000,79.0,54056.0,79,54056,18000,12400,123129.0,163,123129,113,,1411,,220,,,79.0,
2025-05-28,mohtel,24,12000,28.0,54084.0,28,54084,18000,12400,123308.0,179,123308,115,1580.0,1580,221.0,221,5.0,,23.0,
2025-05-29,mohtel,24,12000,165.0,54249.0,165,54249,18000,12400,123492.0,184,123492,115,,1580,,221,5.0,,62.0,98.0
2025-05-30,mohtel,24,12000,72.0,54321.0,72,54321,18000,12400,123770.0,278,123770,115,,1580,,221,,,72.0,
2025-05-31,mohtel,24,12000,60.0,54381.0,60,54381,18000,12400,124054.0,284,124054,115,,1580,,221,1.0,,59.0,
2025-06-01,mohtel,24,12000,37.0,54418.0,37,54418,18000,12400,124190.0,136,124190,115,,1580,,221,5.0,,32.0,
2025-06-02,mohtel,24,12000,52.0,54470.0,52,54470,18000,12400,124693.0,503,124693,115,,1580,,221,1.0,,51.0,
2025-06-03,mohtel,24,12000,40.0,54510.0,40,54510,18000,12400,124901.0,208,124901,115,,1580,,221,1.0,,39.0,
2025-06-04,mohtel,24,12000,97.0,54607.0,97,54607,18000,12400,125341.0,440,125341,115,,1580,,221,2.0,,95.0,
2025-06-05,mohtel,24,12000,70.0,54677.0,70,54677,18000,12400,125530.0,189,125530,115,,1580,225.0,225,3.0,,67.0,
2025-06-06,mohtel,0,12000,0.0,54677.0,0,54677,18000,12400,125530.0,0,125530,115,,1580,226.0,226,,,,
2025-06-07,mohtel,48,12000,95.0,54772.0,95,54772,18000,12400,125834.0,304,125834,115,,1580,,226,,,95.0,
2025-06-08,mohtel,24,12000,108.0,54880.0,108,54880,18000,12400,126227.0,393,126227,115,,1580,,226,2.0,,106.0,
2025-06-09,mohtel,24,12000,47.0,54927.0,47,54927,18000,12400,126615.0,388,126615,115,,1580,,226,1.0,,46.0,
2025-06-10,mohtel,24,12000,54.0,54981.0,54,54981,18000,12400,126920.0,305,126920,115,1583.0,1583,227.0,227,2.0,,52.0,
2025-06-11,mohtel,24,12000,123.0,55104.0,123,55104,18000,12400,127394.0,474,127394,115,,1583,,227,3.0,,120.0,
2025-06-12,mohtel,24,12000,103.0,55207.0,103,55207,18000,12400,127821.0,427,127821,115,,1583,,227,,,103.0,
2025-06-13,mohtel,0,12000,0.0,55207.0,0,55207,18000,12400,127821.0,0,127821,115,,1583,,227,,,,
2025-06-14,mohtel,48,12000,90.0,55297.0,90,55297,18000,12400,128426.0,605,128426,115,,1583,,227,,,90.0,
2025-06-15,mohtel,24,12000,65.0,55362.0,65,55362,18000,12400,128741.0,315,128741,115,,1583,,227,8.0,,57.0,
2025-06-16,mohtel,24,12000,70.0,55432.0,70,55432,18000,12400,128923.0,182,128923,115,,1583,,227,2.0,,68.0,
2025-06-17,mohtel,24,12000,61.0,55493.0,61,55493,18000,12400,129320.0,397,129320,115,,1583,,227,6.0,,55.0,
2025-06-18,mohtel,24,12000,144.0,55637.0,144,55637,18000,12400,129880.0,560,129880,115,,1583,,227,4.0,,140.0,
2025-06-19,mohtel,24,12000,69.0,55706.0,69,55706,18000,12400,130101.0,221,130101,115,,1583,,227,2.0,,67.0,
2025-06-20,mohtel,0,12000,0.0,55706.0,0,55706,18000,12400,130101.0,0,130101,115,,1583,,227,,,,
2025-06-21,mohtel,48,12000,202.0,55908.0,202,55908,18000,12400,131138.0,1037,131138,115,,1583,,227,4.0,,198.0,
2025-06-22,mohtel,24,12000,51.0,55959.0,51,55959,18000,12400,131242.0,104,131242,115,,1583,,227,3.0,,48.0,
2025-06-23,mohtel,24,12000,39.0,55998.0,39,55998,18000,12400,131559.0,317,131559,115,,1583,,227,1.0,,38.0,
2025-06-24,mohtel,24,12000,79.0,56077.0,79,56077,18000,12400,131848.0,289,131848,115,,1583,,227,5.0,,74.0,
2025-06-25,mohtel,24,12000,79.0,56156.0,79,56156,18000,12400,132239.0,391,132239,115,,1583,,227,5.0,,74.0,
2025-06-26,mohtel,24,12000,103.0,56259.0,103,56259,18000,12400,132458.0,219,132458,115,,1583,,227,,,103.0,
2025-06-27,mohtel,24,12000,72.0,56331.0,72,56331,18000,12400,132632.0,174,132632,115,,1583,,227,,,72.0,
2025-06-28,mohtel,24,12000,81.0,56412.0,81,56412,18000,12400,133054.0,422,133054,115,,1583,,227,,,81.0,
